Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Term_Years,log_CIHR_Contribution,Year
"Lofters, Aisha K; O'Brien, Mary Ann",University of Toronto,Catalyst Gr: Disease Prev./Risk Factor Modification - Non-communicable diseases,201909UD1,Catalyst Grants: Understanding Disease Prevention and Risk Factor Modification,Chronic Disease Prevention in Younger Adults Living with Low Income: A BETTER Life,99884,0,1 yr 0 mth ,1.0,11.511774803212832,2019
"Brown, Hilary",University of Toronto,Project Grant,201610PJT,Project Grant Competition,Chronic Medical Conditions and Perinatal Mental Illness,153000,0,2 yrs 0 mth ,0.0,11.938199736300925,2016
"Buckley, David N; Hudspith, Maria; Raymond, Vincent; Beaudry, Hélène; Birnie, Kathryn A; Bonin, Robert P; Bosma, Rachael L; Choinière, Manon; Gilron, Ian; Iorio, Alfonso; Latimer, Margot A; Lavis, John N; MacDermid, Joy C; Noel, Melanie E; Poulin, Patricia A; Presseau, Justin; Rash, Josh A; Stinson, Jennifer N; Sylliboy, John R",McMaster University,SPOR Networks - Knowledge Mobilization and Implementation Science,202112KMI,SPOR Networks - Knowledge Mobilization and Implementation Science,Chronic Pain Network: Moving towards knowledge mobilization and implementation science,3749500,500,4 yrs 0 mth ,0.0,15.137133322425772,2021
"Nickel, J. Curtis","Queen's University (Kingston, Ontario)",CIHR Café Scientifique Program,201006SCI,Special Cases,Chronic Pelvic Pain? You are not alone.,3000,0,1 yr 0 mth ,1.0,8.006700845440367,2010
"Shorey, Carrie L",University of Waterloo (Ontario),IPPH Travel Awards - CPHA Annual Conference,202001IPT,IPPH Travel Awards - CPHA Annual Conference,Chronic conditions and executive function decline in aging adults,1045,0,1 yr 0 mth ,1.0,6.952728644624869,2020
"Bruneau, Julie; Jutras-Aswad, Didier; Martel-Laferrière, Valérie; Page, Gabrielle",Centre hospitalier de l'Université de Montréal (CHUM),Project Grant,202010PJT,Behavioural Sciences - B: Clinical Behavioural Sciences,"Chronic non-cancer pain, substance use, and related harms: Towards an optimal treatment pathway for people who inject drugs in the context of the opioid crisis",1491750,0,5 yrs 0 mth ,0.0,14.215461155737716,2020
"Glazer, Emily",Direct Payment,Travel Awards - Institute Community Support,201109ISU,Institute of Population and Public Health - Travel Awards,Chronic pain in Somali-Canadian women with Female Genital Cutting,1260,0,0 yr 1 mth ,0.08333333333333333,7.13966033596492,2011
"Webster, Fiona",University of Western Ontario,Operating Grant: COVID-19 - Project Grant,202011MM1,Special Cases,"Chronic pain, poverty, addiction and mental health in a time of pandemic",160650,0,2 yrs 0 mth ,0.0,11.986989589236739,2020
"Guindon, Godefroy E; Chaiton, Michael O; Montreuil, Annie",McMaster University,Project Grant,202003PJT,Health Policy & Systems Management Research,"Cigarette taxes, prices and tax evasion in Canada: implications for tobacco control",420752,0,4 yrs 0 mth ,0.0,12.949801242152411,2020
"Liang, Kevin",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Doctoral Research Award : Priority Announcement - Primary Prevention of Cancer,202110DPP,Doctoral Research Awards - B,Circulating Toxin and Common Cancer Risk: A Mendelian Randomization Approach,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2021
"Brubacher, Jeffrey R",University of British Columbia,Project Grant,202104PJT,"Psychosocial, Sociocultural & Behavioural Determinants of Health",Circumstances and Outcome of Active Transportation Injuries: An Inception Cohort Study.,823141,0,4 yrs 0 mth ,0.0,13.620884004265653,2021
"Winters, Meghan","Simon Fraser University (Burnaby, B.C.)",CIHR-IPPH Trailblazer Award - Mid-Career Population/Public Health Researcher,201911TLB,CIHR-IPPH Trailblazer Award in Population Health Solutions,"Cities, Health, and Active Transportation Research: Advancing Population Health Intervention Research in Canadian Communities",12500,0,1 yr 0 mth ,1.0,9.433563920090563,2019
"Sarkar, Atanu; Pons, Wendy",Memorial University of Newfoundland,Catalyst Grant: CPHO Report - General Pool,202303FO4,Catalyst Grant : Chief Public Health Officer (CPHO) Report 2023,Citizen Science Approaches in Mosquito Surveillance: Strengthening Capacity of Public Health and Climate Change Adaptation,124500,0,1 yr 0 mth ,1.0,11.732069026983156,2023
"Inglis, Kathleen L",University of Victoria (British Columbia),Travel Awards - Institute Community Support,202310ISU,Travel Awards - Institute Community Support,Citizen Science and HIV Research in the Age of Big Data,2300,0,1 yr 0 mth ,1.0,7.741099090035366,2023
"Qian, Yue",University of British Columbia,Operating Grant: COVID-19 - Public health response and its impact,202002OV7,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,City Shutdown as a Response to COVID-19: Understanding Human Experiences and Mental Health Consequences of the Quarantine in Wuhan,400468,0,2 yrs 0 mth ,0.0,12.900391639248822,2020
"Smith, Maxwell",University of Toronto,Travel Awards - Institute Community Support,201601ISU,Starting Investigors Workshop - IPPH,Clarifying and Solidifying Public Health's Commitment to Social Justice,1460,0,1 yr 0 mth ,1.0,7.2868764117507,2016
"Nouvet, Elysee A",McMaster University,CIHR Fellowship,201302MFE,Health Research Training A - Post-PhD (HTA),Clarifying ethical and evidence-based values of beneficiary input for humanitarian healthcare missions,90000,0,2 yrs 0 mth ,0.0,11.407576060361786,2013
"MacDonald, Marjorie A; Kendall, Perry; Stockwell, Timothy R",University of Victoria (British Columbia),Knowledge Synthesis Grant,201404KRS,Knowledge Synthesis Grant,Clearing the Air: A systematic review of the evidence on the harms and benefits of e-cigarettes and vapour devices,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2014
"Smylie, Janet K",Unity Health Toronto,Applied Public Health Chair,201405CPP,IPPH / PHAC Applied Public Health Chair,Clearing the Pathways to Health Equity: CIHR Applied Public Health Chair in Indigenous Health Information and Knowledge Systems,693500,0,5 yrs 0 mth ,0.0,13.449507960697051,2014
"McWhirter, Jennifer E",University of Guelph,Catalyst Grant: CPHO Report - General Pool,202402FO4,Catalyst Grant : Chief Public Health Officer (CPHO) Report 2023,Climate Change Competencies for Public Health in Canada,125000,0,1 yr 0 mth ,1.0,11.736077016252437,2024
"Harper, Sherilee L; Durand López-Hurtado, Eduardo J; Edge, Victoria L; Kokunda, Sylvia; Minaya Léon, Percy L; Namanya, Didacus B; Shiwak, Anthony; Snook, Jamie L; Wood, Michele; Berrang Ford, Lea; Carcamo, César; Cunsolo, Ashlee; Ford, James D; Garcia, Patricia; Llanos Cuentas, Elmer A; Lwasa, Shuaib; New, Mark; Sargeant, Janice M; Wolfrey, Charlotte",University of Guelph,Team Grant: Environments and Health: Intersectoral Prevention Research,201607IP2,Team Grant: Environments and Health: Intersectoral Prevention Research,"Climate Change and Indigenous Food System, Food Security, and Food Safety (Climate Change IFS3)",2000000,0,5 yrs 0 mth ,0.0,14.508658238524095,2016
"Harper, Sherilee L; Edge, Victoria L; Namanya, Didacus B; Wolfrey, Charlotte; Berrang Ford, Lea; Carcamo, César; Ford, James D; Garcia, Patricia; Llanos Cuentas, Elmer A; Lwasa, Shuaib; Sargeant, Janice M",University of Guelph,Team Grant : Environments and Health - LOI - IWK/TEK/TES,201510PG4,Team Grant: Environments and Helath: Intersectoral Prevention Research - LOI,"Climate Change and Indigenous Food Systems, Food Security, and Food Safety (Climate Change IFS3)",50000,0,1 yr 0 mth ,1.0,10.819798284210286,2015
"Zinszer, Kate A; Kaiser, David",Université de Montréal,Catalyst Grant: CPHO Report - General Pool,202402FO4,Catalyst Grant : Chief Public Health Officer (CPHO) Report 2023,Climate Resilience through Youth Engagement: A Participatory Approach,125000,0,1 yr 0 mth ,1.0,11.736077016252437,2024
"Martin, Gina",Athabasca University (Alberta),Catalyst Grant: CPHO Report - General Pool,202303FO4,Catalyst Grant : Chief Public Health Officer (CPHO) Report 2023,Climate change and adolescent health and wellbeing: understanding impacts to support long-term monitoring,125000,0,1 yr 0 mth ,1.0,11.736077016252437,2023
"Wilk, Piotr; Clemens, Kristin K; Gunz, Anna C; Lavigne, Éric; Vicedo-Cabrera, Ana Maria",University of Western Ontario,Project Grant,202003PJT,"Public, Community & Population Health",Climate change-related health inequalities in Canada: How hot temperatures affect vulnerable groups living in large urban centres.,489600,0,4 yrs 0 mth ,0.0,13.101346052661828,2020
"Dionne, Clermont",Université Laval,Operating Grant Priority Announcement: Bridge Funding Primary Care,200909PCB,Health Services Evaluation & Interventions Research,"Clinical and financial impacts of a predictive model of long-term, severe, back-related functional limitations",100000,0,1 yr 0 mth ,1.0,11.51293546492023,2009
"Guta, Adrian",University of Ottawa,CIHR Fellowship,201411MFE,Allied Health Professionals - Fellowships,Clinical decision-making and HIV Pre-Exposure Prophylaxis (PrEP): Examining clinician and user perspectives,55000,0,1 yr 0 mth ,1.0,10.915106645867503,2014
"Brassard, Paul",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Project Grant,202203PJT,"Public, Community & Population Health 2",Clinically apparent Helicobacter pylori infection and the risk of incident Alzheimer's disease,160651,0,2 yrs 0 mth ,0.0,11.986995813890726,2022
"O'Brien, Kelly K; Ahluwalia, Puja; Chan Carusone, Soo",University of Toronto,Catalyst Grant: HIV/AIDS CBR Program - General Stream,201710CDE,HIV/AIDS Community-Based Research (merged),Closing the Gap! Disability and Rehabilitation: Evaluating the Implementation of Physical Therapy and an HIV Disability Questionnaire (HDQ) in an interdisciplinary HIV community-based care setting,40000,0,1 yr 0 mth ,1.0,10.596659732783579,2017
"Landy, Rachel",Memorial University of Newfoundland,Travel Awards - Institute Community Support,201701ISU,Institute of Indigenous Peoples' Health,Closing the Gap: Involving Indigenous Elders and youth in HIV/AIDS prevention using participatory filmmaking,2800,0,1 yr 0 mth ,1.0,7.937731775260109,2017
"Bombay, Amy; Hopkins, Carol A; McQuaid, Robyn J",Dalhousie University (Nova Scotia),Operating Grant: ECI grants in MRC&Y Health  - Indigenous MRC&Y Health,201805MY1,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Closing the gap: Identifying risk and resilience factors influencing mental health and wellness among First Nations children and youth,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2018
"Wallace, Bruce B",University of Victoria (British Columbia),Planning and Dissemination Grant - Institute Community Support,201702PCS,Planning and Dissemination - IPPH - Social Science for Population Health,Closing the health equity gap: Implementing health equity in harm reduction responses to the opioid overdose crisis,20000,0,1 yr 0 mth ,1.0,9.90353755128617,2017
"Presseau, Justin",Ottawa Hospital Research Institute,Catalyst Grant: Analysis of CLSA Data,201809ACD,Catalyst Grant: Analysis of CLSA Data,Clustering of (un)healthy behaviours in older Canadians,70000,0,1 yr 0 mth ,1.0,11.156264806643742,2018
"Ka, Khady",Direct Payment,Travel Awards - Institute Community Support,201209ISU,Institute of Musculoskeletal Health and Arthritis,Clustering of metabolic abnormalities and gingival crevicular fluid tumour necrosis factor-alpha concentration in Caucasian children,1000,0,0 yr 3 mths ,0.25,6.90875477931522,2012
"Anderson, Laura N",McMaster University,Catalyst Grant: Analysis of CLSA Data,201809ACD,Catalyst Grant: Analysis of CLSA Data,"Clustering of obesity related characteristics and associations with body mass index, waist circumference, and body fatness",70000,0,1 yr 0 mth ,1.0,11.156264806643742,2018
"Maar, Marion A; Sutherland, Mariette; Reade, Maurianne",Laurentian University of Sudbury,Operating Grant: COVID-19 Vaccine Confidence - Indigenous Health Research,202108VC1,Operating Grant : COVID-19 Vaccine Confidence - Indigenous Health,Co-Creating Vaccine Confidence: An Anishinabe Theatre-based Approach to Strengthen Indigenous Youth and Young Adult Vaccination Support,200000,0,2 yrs 0 mth ,0.0,12.206077645517674,2021
"Cosco, Theodore D","Simon Fraser University (Burnaby, B.C.)",Planning and Dissemination Grant - Institute Community Support,202307PCS,Planning and Dissemination Grants,Co-Creating the Future of Older Adults' Mental Health: An Open-House Event,30000,0,1 yr 0 mth ,1.0,10.308985993422082,2023
"Dogra, Shilpa; Bouchard, Danielle; Copeland, Jennifer L; Dunstan, David; Heyland, Daren K",University of Ontario Institute of Technology,Project Grant - Priority Announcement: Aging,202209PJ2,Social Dimensions in Aging,Co-Creation and Feasibility Assessment of a Staircase Approach to Reduce Sedentary Time and Increase Physical Activity in Older Adults,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2022
"Turcotte, Samuel",Université de Montréal,Fellowship: POR Awards - Transition to Leadership Stream - Phase 1,201911TLS,POR Awards- Transition to Leadership Stream- Phase 1- Fellowship,Co-construction et validation d'un programme de gériatrie sociale visant la mobilité des aînés.,232500,0,3 yrs 0 mth ,0.0,12.356649805075568,2019
"D'SOUZA, MELBA","Thompson Rivers University (Kamloops, BC)",Planning and Dissemination Grant - Institute Community Support,202302PCS,Planning and Dissemination Grants,Co-creating a community engagement knowledge translation summit on improving cancer prevention and screening in Canada,9978,0,1 yr 0 mth ,1.0,9.208238163884312,2023
"McAiney, Carrie A; Heibein, William A; Middleton, Laura E",Direct Payment,Planning and Dissemination Grant - Institute Community Support,202307PCS,Planning and Dissemination Grants,Co-creating a research plan to promote wellbeing of people living with dementia and their care partners,25000,0,1 yr 0 mth ,1.0,10.12667110305036,2023
"Andersson, Neil; Ahmad Khan, Faiz; Budgell, Richard; Cockcroft, Anne; Vang, Zoua",McGill University,Project Grant,202104PJT,Indigenous Health Research,Co-designed cultural safety in Nunavik: proof-of-impact,1889550,0,5 yrs 0 mth ,0.0,14.451849792674954,2021
"Solmi, Marco; Fiedorowicz, Jess G",Ottawa Hospital Research Institute,Planning and Dissemination Grant - Institute Community Support,202307PCS,Planning and Dissemination Grants,Co-designing a living umbrella review platform informing guidelines and care for bipolar disorder,9870,0,1 yr 0 mth ,1.0,9.197356444417888,2023
"McGavock, Jonathan M; Chambers, Markus",University of Manitoba,Planning and Dissemination Grant - Institute Community Support,201909PCS,Planning and Dissemination - HCRI - Healthy Urban Policy,Co-developing an Innovative Active Transportation Plan with Citizens to Address Health Inequities in Structurally Disadvantaged Neighbourhoods in Winnipeg,65000,0,1 yr 0 mth ,1.0,11.082157933374816,2019
